Unnamed: 0;name;rating;review;reply;useful;urgent
695;Niels;1;Ingen lånebil. Min bil fik en skade. Alka anbefalede Skorstensgaard, som angiveligt ville tilbyde mig en lånebil. Det ville Skorstensgaard også, men først efter 13 dage. Da der var gået 13 dage, ringede jeg og fik at vide, at jeg kunne afhente en lånebil samme dag kl. 9. Jeg tog straks til Ballerup og blev bedt om at vente i venteværelset. Kl. 11 spurgte jeg til lånebilen og fik at vide, at jeg måske kunne låne en om eftermiddagen. Derefter tog jeg hjem. Skorstensgaard vidste hele tiden, at der ikke var nogen lånebil, men undlod at fortælle mig det.;Hejsa Niels Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil på alle måder beklage din oplevelse, det er på ingen måde det jeg ønsker du skal opleve. Vi skal naturligvis overholde det vi lover mht. lånebil.  Jeg vender din oplevelse med afdelingen, hvis du ønsker det er du meget velkommen til at sende en mail til mig så vi kan finde en løsning som kan passe for dig. Mail: [email] God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
696;Nanna;1;Fik ikke min bil gennem syn 1 gang.;Hejsa Nanna Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vores arbejde ikke har været udført godt nok, det er på ingen måde det jeg ønsker at du skal opleve. Jeg vender din oplevelse med afdelingen og du hører fra dem så hurtigt som muligt. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
697;Jon;1;Jeg venter stadig på det tilbud I skulle sende mig after sidste service besøg :-(;Hejsa Jon Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er ked af at du ikke har modtaget tilbuddet, jeg kan se at den er sendt til dig d. 26/11 2021. Jeg har sendt den igen efter din anmeldelse. Vi ser nogen gange at vores tilbud ender i uønsket post. Håber at du vil se på din anmeldelse. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
698;Martin;1;I snyder. Jeg fik at vide, at mine bærearme og løsdele var ved at være totalt rusten. Efterfølgende har jeg været til 2 andre mekanikere, der samstemmigt siger, at der ikke er hold i det. Det lyder som om DR ramte rigtigt med deres dokumentar om jer. Bondefangeri!!!;Hejsa Martin Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er ked af at du føler at vi har forsøgt at snyde dig, det er på ingen måde vores hensigt. Jeg har været inde og gå billederne igennem i forhold til dine bærearme og de andre ting som der er kommenteret. Mht. dine bærearme er der ingen tvivl om at de bør skiftes, der er to grunde til det, den ene er at dine bærekugler som er en del af bærearmen er utætte, det vil sige at der trænger fedt ud. Den anden grund, er at dine bøsninger er sluppet i vulkaniseringen, bøsningerne er en del af bærearmen og bør skiftes.  Jeg kan kun beklage at du har talt med andre værksteder som ikke er enige, jeg kan stå 100% på mål for de anbefalinger du har fået. Håber at du vil se på din anmeldelse. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
699;Admir;1;"Gratis vejhjælp? - glem det! Det er falsk tryghed. Har din bil 2 års serviceinterval, så glem Skorstengaards gratis mobilitetsservice døgnet rundt.  Jeg skulle bruge vejhjælp første gang og det var en kæmpe skuffelse. Nu har jeg i stedet for bestilt Falcks vejhjælp. Skorstengaards vejhjælp kan man ikke stole på, det er ingenting værd.  Jeg har gratis vejhjælp, fordi jeg har lavet service efter bogen hos Skorstengaard. Første gang jeg skulle bruge vejhjælp, for at transportere bilen til værksted blev jeg fuldstændigt afvist af ”vejhjælpen”. De kunne ikke finde mig i systemet. De ville ikke engang undersøge, hvorfor de ikke kunne finde mig. Jeg skulle kontakte værksted, som skulle ”åbne en sag”. Heldigvis fik jeg fat i værkstedet og de kunne åbne en sag hos ”vejhjælpen”. Jeg troede, at nu var det hele i orden. Men jeg tog fejl igen.  Da jeg ringede til ”vejhjælpen”, så bliver jeg igen afvist af en medarbejder, som på ingen måde vil undersøge tingene eller hjælpe. Hun kunne ikke finde mig igen og var igen nedladende under samtalen. Kun fordi jeg holdt fast, at nu skulle hun undersøge det bedre, så fandt hun mig lige pludseligt i systemet. Hun påstod, at hun ikke kunne se min sag, fordi hendes kollega havde åbnet min sag.  Det skal siges, at oplevelsen efterfølgende var god. Altså den del, som blev håndteret af medarbejderen, der hentede bilen.  Forklaringen fra værkstedet var, at systemet hos ”vejhjælpen” ikke kan håndtere, at min bil skal serviceres op til 30.000 km. eller indenfor 2 år. Og ikke indenfor et år som de fleste. Derfor kunne de ikke finde mig i systemet.  Tænk, hvis det havde været fredag eftermiddag og jeg havde haft brug for vejhjælp. Og værkstedet havde været lukket. Skræmmende tanke. Update Jeg bliver simpelthen nødt til at kommentere denne useriøse besvarelse.  Nej, der er ikke tale om misforståelse. Og nej, jeg har ikke krævet noget, som jeg ikke har betalt for. Antagelsen om mig, at jeg har krævet noget jeg ikke var berettig til, holder simpelthen ikke.   Ovenstående kritik er relateret til reparation/fakturanr. 1338472 fra den 1.6.2021. Og hvis I kigger på fakturanr. 1329083 fra den 19.3.2020, hvor service efter fabrikkens forskrifter inkl. mobilitetsservice er lavet. Så burde I have set, at det var inkl. mobilitetsservice.  Og nej, jeg har ikke kritiseret værkstedet men Skorstensgårds produkt.  I forbindelse med besvarelsen har I kigget på den forkerte bil. Jeg håber, at I har lagt mærke til, hvor mange gange jeg har været forbi værkstedet pga. dårlig kvalitet af de udførte reparationer (Faktura / 3.8.2021 1339107). Og jeg har ikke engang fået undskyldning.   Men herregud, hvem går op i detaljer? ;)";Hejsa Admir  Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage den oplevelse du har haft i kontakten med værkstedet, det er naturligvis ikke den oplevelse jeg ønsker at du skal have. Jeg har gået din historik igennem og kan se at du tilbage i 2017 har fået service hvor du var dækket af vejhjælpen, du har derudover været til service 06/2021 hvor du har fået lavet et Basis Service som ikke dækker dig med Vejhjælp. Jeg vil naturligvis beklage at der har været en misforståelse for hvor længe Vejhjælpen dækker, jeg mener dog at du er oplyst om det på skrift, på din faktura fra 2017 fremgår det at du har Vejhjælp, hvilket der ikke gør på din faktura fra 2021. Derudover er det velbeskrevet på vores hjemmeside. Håber på din forståelse. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
700;Jørgen;1;Godt ord igen - og tak. Tyske værkstedspriser - men det tager en dansk lærling dobbelt så lang tid.... og så bliver det dyrt. Reservedele generelt 40 % over netpriser. Jeg bruger aldrig Skorstensgård igen -  !!;Hejsa Jørgen Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er lidt ked af din anmeldelse, jeg har været inde og gå sagen igennem og der er ikke faktureret flere timer som du antyder i din anmeldelse. De tider som du betaler for er taget ud fra det tidsværk som vi arbejder ud fra. Ja det er muligt for dig at finde dele billigere på nettet, det kan jeg desværre ikke gøre så meget ved. Det jeg kan garantere dig for er at skulle der være et problem med de monterede dele tager vi ansvaret for det, hvilket ikke kan gøres ved en reklamationssag på nettet. Kort sagt din bil vil ikke stå stille mens en reklamationssag pågår, det tager vi på os så det ikke går udover dig. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
701;Oliver;1;Skulle have skiftet til vinterdæk, bliver ringet op at det er to bolte på bilen der er kørt helt runde, OG DET VAR I HVERTFALD IKKE DEM DER HAVDE GJORT DET, fik jeg af vide, nå det kunne godt tage 2 timer at få løst da de skulle varmes og eller bores ud. Og en pris på 1500-2000 kr.  Tog til et andet værksted for at hører om det kunne passe, NEJ 30 min. Så var alle dæk skiftet og ingen problemer 199kr. Sidste gang jeg sætter mine ben hos skorstensgaard;Hejsa Oliver Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er på alle måder ked af det du beskriver, det er på ingen måde det jeg ønsker at du som kunde skal opleve. Nu kan jeg desværre ikke se hvilken afdeling der er tale om, har du mulighed for at sende lidt flere oplysninger så jeg kan grave mig ned i sagen. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
702;Birthe;1;Hold jer langt væk fra Tåstrup. Tirsdag den 9. November afleverede vi min bil til en forsikringsskade. Buler i dør. De ville se om de kunne få den færdig til fredag den 12. I dag den 25. Har de den stadig. Det er en handicapbil specielt indrettet til mig, med bl. a. lift. Vi har ringet 3 gange, hvor der ikke blev ringet tilbage som lovet, men nu har vi talt med dem, og bilen er hos maleren. Det er en skade der vil tage 5 dage at få lavet.;Hejsa Birthe 25/11 2021 Jeg ved at i har talt med værkstedet i dag, jeg kan forstå at i har haft en god snak omkring jeres oplevelse og hvad der er gået galt fra vores side. Tak for den gode dialog, håber at vi ses en anden gang. God dag herfra M.v.h. Michael - Eftermarkedschef Hejsa Birthe Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er på alle måder ked af at skaden på din bil har trukket ud, det er på ingen måde det jeg ønsker at du skal opleve. Det er ikke en undskyldning men afdelingen har været hårdt ramt af sygdom. Jeg beder afdelingen kontakte dig så hurtigt som muligt. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
703;Henrik;1;Det første og sidste serviceeftersyn ved Skorstensgård... en oplevelse som ikke kan anbefales! Servicen går meget på at rapportere fejl som Skorstensgaard ønsker at udføre. Personligt vil jeg absolut ikke bruge pågældende firma, og vil derfor narturligvis heller ikke opfordre andre til det.;Hejsa Henrik Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er ked af at det er den følelse du står med, jeg har været inde og gå sagen igennem inkl. de billeder der er taget af bilen. Vi kan godt blive enige om at der er påpeget mange ting på din bil. Jeg mener dog ikke at der er lavet fejl fra vores side, alt der er påpeget er ting som vi mener at du som kunde har krav på at vide, når du har bilen til service. Håber på din forståelse og at vi ses en anden gang. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
704;Cecilie;1;Føler mig snydt…. Vi kommer ind med vores bil for at finde fejlen på den motorlampe der lyste i bilen. De finder fejlen (katalysator brændt af og taktkæde skal skiftes). De siger det vil komme til at koste os 20.000kr. Vi opsøger et nyt værksted som laver det samme og udfører service på bilen på samme tid for det halve (11.000kr). Føler mig snydt af skorstensgaard..;Hejsa Cecillie Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage den følelse du har af at vi skulle have snydt dig. Vi har på ingen måde bevidst forsøgt på at snyde dig. Jeg har gået det tilbud igennem som du har fået fra os, jeg har svært ved at se hvordan et andet værksted skulle gøre det til den pris som du oplyser, jeg vil meget gerne gå sagen igennem, jeg har brug for dokumentation for det udførte arbejde fra andet værksted, for at kunne se hvor udfordringen er. Hvis du har mulighed for at sende dokumentationen til mig på mail [email], vil jeg sætte pris på det. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
705;Helle;1;De lover tyske værkstedspriser og giver en rabat på 12,2 %. Det har jo intet med tyske værkstedspriser at gøre, som ligger 30-50 % under danske. Det er simpelthen falsk markedsføring!!;Hejsa Helle Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage at du har den følelse i forhold til vores priser/markedsføring. Jeg har været inde og gå sagen igennem og jeg kan se at der er givet 30% rabat på alt arbejde som ligger under service. Vi står naturligvis 100% mål for vores markedsføring. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
706;Per;1;"Køber ""nye"" vinterdæk i November 2018 som burde holde min 5 år med normal kørsel, har skiftet værksted siden og får så at vide at mine vinterdæk var møre og burde skiftes. Dækkene viser sig at være fra 2015, d.v.s at dækkene ikke var nye ved montering, ligeledes siger Skorstensgaard at de dæk de har solgt mig var af et helt andet mærke end dem de har sat på bilen. Skorstensgaard har jeg brugt siden Februar 2017 og frem til August 2019 og har sådan set været godt tilfreds med deres service, men dette her betegner jeg som direkte snyd og kan derfor ikke anbefale at man benytter Skorstensgaard værksteder.";Hejsa Per Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg har gået sagen igennem, som jeg kan se må der være tale om en misforståelse fra din side. Du mener at vi skulle have monteret Hankook dæk, vi har kontrolleret ved vores leverandør af Hankook og de har ikke solgt et Hankook i den størrelse som der står på din ordre i 2018/19. Jeg kan se at du har fået et tilbud på Firestone dæk hvor der står en kommentar om at det er billigere for dig med et Firestone. Du har derefter fået en ordrebekræftelse hvor der også står Firestone og til sidst har du en faktura hvor der står Firestone. Vi har kontrolleret ved vores leverandør af Firestone og de har leveret de 4 dæk som vi har solgt dig få dage før den aftalte tid. Dækkene vi solgte til dig var i størrelsen 225/55R16, hvilket passer på din Audi, jeg kan forstå at de dæk som sidder på dine fælge nu er 215/65R16 det er en størrelse som ikke passer på din Audi, de passer på derimod på din Nissan Qashqai. Jeg føler ikke helt at din anmeldelse er helt fair og håber at du vil se på den.  God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
707;saxe;1;I har da skudt jer selv i foden............ I har da skudt jer selv i foden i Køge afdelingen. Dem der er tilbage i Køge afdelingen gør det GODT med de forudsætninger de er blevet stillet til rådighed oppe fra. Det er vist et generelt ledelses problem der er i Skorstensgaard.;Hejsa Saxe Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er ked af at du ser sådan på vores afdeling, jeg kan kun beklage hvis vi ikke har levet op til din forventning. Håber at vi ses en anden gang. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
708;Louise;1;Jeg er færdig med at bruge Skorstensgaard! Mit ene forhjul punkterede -nærmest eksplosionsagtige- selvom der li var sat nye dæk på viser det sig at en fejl i ‘sporingen’ har betydet at forhjulenes dæk nærmest var ‘høvlet’ af! Har brugt over 40000kr de sidste to år ved Skorstensgaard og har overhovedet ikke fået det, jeg havde betalt for. De har misbrugt min tillid! Jeg bruger en lokal Automester i stedet for nu. Det ved man sgu hvad er!;Hejsa Louise Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er ked af at læse din anmeldelse, det du beskriver er på ingen måde det jeg ønsker at du skal opleve. Jeg kan desværre ikke se hvilken afdeling du har været i,  har du mulighed for at oplyse det så jeg kan gå sagen igennem. Igen vil jeg beklage. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
